idx,source,model,question,reference,generated,latency_s,error,rouge1_f,rouge2_f,rougeL_f,bertscore_p,bertscore_r,bertscore_f1
44,drugbank-mechanism_of_action,QLoRA Qwen,How does Elexacaftor work?,"Cystic fibrosis (CF) is the result of a mutation in the cystic fibrosis transmembrane conductance regulator (CFTR) gene. The CFTR proteins produced by this gene are transmembrane ion channels that move sodium and chloride across cell membranes - water follows the flow of chloride ions to the cell surface, which consequently helps to hydrate the surface of the cell and thin the secretions (i.e. mucous) around the cell. Mutations in the CFTR gene produce CFTR proteins of insufficient quantity and/or function, leading to defective ion transport and a build-up of thick mucous throughout the body that causes multi-organ disease involving the pulmonary, gastrointestinal, and pancreatic systems (amongst others). The most common CFTR mutation, the F508del mutation, is estimated to account for 70 to 90% of all CFTR mutations and results in severe processing and trafficking defects of the CFTR protein.

Elexacaftor is a CFTR corrector that modulates CFTR proteins to facilitate trafficking to the cell surface for incorporation into the cell membrane. The end result is an increase in the number of mature CFTR proteins present at the cell surface and, therefore, improved ion transport and CF symptomatology.","Elexacaftor is an inhibitor of cysteine-specific endopeptidase AECE1 (also known as CFTR protein-transmembrane conductance regulator) that acts to restore the ion channel activity of the CFTR protein in patients with cystic fibrosis. The CFTR protein, which encodes for a chloride channel, has mutations that cause it to be non-functional and result in the accumulation of mucins within the lungs, leading to chronic pulmonary infections, bronchiectasis, and other complications associated with cystic fibrosis. Elexacaftor binds to and inhibits AECE1, an endopeptidase responsible for cleaving trypsin-like activity from CFTR protein, which is a step in its degradation by proteasome. The drug's inhibition of this enzyme allows the CFTR protein to be recycled back into the cell membrane where it can then function as intended and restore chloride ion conductance across the epithelial cells lining the lungs of patients with cystic fibrosis.",1.4986831000132952,,0.44179104477611936,0.16216216216216217,0.22089552238805968,0.822077,0.8288741,0.8254615
44,drugbank-mechanism_of_action,QLoRA Llama-3.2,How does Elexacaftor work?,"Cystic fibrosis (CF) is the result of a mutation in the cystic fibrosis transmembrane conductance regulator (CFTR) gene. The CFTR proteins produced by this gene are transmembrane ion channels that move sodium and chloride across cell membranes - water follows the flow of chloride ions to the cell surface, which consequently helps to hydrate the surface of the cell and thin the secretions (i.e. mucous) around the cell. Mutations in the CFTR gene produce CFTR proteins of insufficient quantity and/or function, leading to defective ion transport and a build-up of thick mucous throughout the body that causes multi-organ disease involving the pulmonary, gastrointestinal, and pancreatic systems (amongst others). The most common CFTR mutation, the F508del mutation, is estimated to account for 70 to 90% of all CFTR mutations and results in severe processing and trafficking defects of the CFTR protein.

Elexacaftor is a CFTR corrector that modulates CFTR proteins to facilitate trafficking to the cell surface for incorporation into the cell membrane. The end result is an increase in the number of mature CFTR proteins present at the cell surface and, therefore, improved ion transport and CF symptomatology.","Elexacaftor is an inhibitor of cystic fibrosis transmembrane conductance regulator (CFTR) protein. The CFTR gene encodes a chloride channel that transports positively charged chloride ions and negatively charged sodium ions across cell membranes in epithelial tissues, including the respiratory tract. Mutations in the CFTR gene result in the production of altered or missing CFTR proteins which impede the transport of chloride ions. As a result, an abnormally high concentration of chloride ions builds up inside cells, causing thickening of mucus and damaging of lung tissue. Elexacaftor binds to the CFTR protein at two distinct binding sites: one at the transmembrane domain (residues 508-516) and another in the intracellular loop (residue 517-524). Binding of elexacaftor prevents the conformational changes necessary for chloride ion transport, resulting in reduced mucus production. Elexacaftor also binds to a protein complex that regulates CFTR expression: the anion exchanger 1 (Anex1), which is located on the apical membrane and exchanges negatively charged chloride ions for positively charged sodium ions across the membrane.",1.1739202000026125,,0.46368715083798884,0.16292134831460675,0.2681564245810056,0.8392116,0.84227455,0.84074026
45,drugbank-description,GPT-5.5,What is Omega-3 fatty acids?,"Omega-3 fatty acids are polyunsaturated fatty acids (PUFAs) with a double bond at the third carbon atom from the end of the carbon chain. The three types of omega-3 fatty acids involved in human physiology are α-linolenic acid (ALA) (found in plant oils), eicosapentaenoic acid (EPA), and docosahexaenoic acid (DHA) (both commonly found in fish oil that originally come from microalgae that is further consumed by phytoplankton, a source of diet for fish). Omega-3 fatty acids play a critical role in metabolism and cellular function and they are available as daily supplements. On September 8, 2004, the U.S. Food and Drug Administration gave ""qualified health claim"" status to EPA and DHA omega-3 fatty acids. Therapeutic products containing omega-3 fatty acid and its derivatives for treatment of hypertriglyceridemia include Lovaza, Omtryg, Epanova, and Vascepa.","Omega-3 fatty acids are essential polyunsaturated fats that the body needs for cell function, brain health, inflammation regulation, and heart health. They are called “essential” because your body cannot make enough of them, so they must come from food or supplements.

The main types are ALA, found in plant foods like flaxseed, chia seeds, walnuts, and canola oil; and EPA and DHA, found mainly in fatty fish such as salmon, sardines, mackerel, and trout. EPA and DHA are especially important for heart, brain, and eye health.

Omega-3s may help lower triglyceride levels, support normal heart rhythm, reduce inflammation, and contribute to healthy brain and fetal development during pregnancy.",4.273080000013579,,0.36144578313253006,0.097165991902834,0.24096385542168675,0.8297148,0.81673664,0.8231745
45,drugbank-description,QLoRA Qwen,What is Omega-3 fatty acids?,"Omega-3 fatty acids are polyunsaturated fatty acids (PUFAs) with a double bond at the third carbon atom from the end of the carbon chain. The three types of omega-3 fatty acids involved in human physiology are α-linolenic acid (ALA) (found in plant oils), eicosapentaenoic acid (EPA), and docosahexaenoic acid (DHA) (both commonly found in fish oil that originally come from microalgae that is further consumed by phytoplankton, a source of diet for fish). Omega-3 fatty acids play a critical role in metabolism and cellular function and they are available as daily supplements. On September 8, 2004, the U.S. Food and Drug Administration gave ""qualified health claim"" status to EPA and DHA omega-3 fatty acids. Therapeutic products containing omega-3 fatty acid and its derivatives for treatment of hypertriglyceridemia include Lovaza, Omtryg, Epanova, and Vascepa.","Omega-3 fatty acid (n-3) are polyunsaturated fatty acids that include alpha-linolenic acid (ALA), eicosapentaenoic acid (EPA), and docosahexaenoic acid (DHA). The omega-3 fatty acids EPA and DHA are found in fish oils, while ALA is mainly found in plant sources such as flaxseed oil.",0.8397182000044268,,0.4385026737967914,0.2594594594594595,0.26737967914438504,0.91058886,0.82977533,0.8683058
45,drugbank-description,QLoRA Llama-3.2,What is Omega-3 fatty acids?,"Omega-3 fatty acids are polyunsaturated fatty acids (PUFAs) with a double bond at the third carbon atom from the end of the carbon chain. The three types of omega-3 fatty acids involved in human physiology are α-linolenic acid (ALA) (found in plant oils), eicosapentaenoic acid (EPA), and docosahexaenoic acid (DHA) (both commonly found in fish oil that originally come from microalgae that is further consumed by phytoplankton, a source of diet for fish). Omega-3 fatty acids play a critical role in metabolism and cellular function and they are available as daily supplements. On September 8, 2004, the U.S. Food and Drug Administration gave ""qualified health claim"" status to EPA and DHA omega-3 fatty acids. Therapeutic products containing omega-3 fatty acid and its derivatives for treatment of hypertriglyceridemia include Lovaza, Omtryg, Epanova, and Vascepa.","Omega-3 fatty acids are polyunsaturated fats that contain three carbon atoms and three double bonds in their molecular structure. They are commonly referred to as n-3 or alpha-3 linolenic acid, although the term omega-3 is more commonly used. These acids can be found naturally in fish and other seafood, vegetable oils, nuts, seeds, and grains. Omega-3 fatty acids are important for normal growth and development of infants and children, but they also play a role in maintaining heart health by reducing triglycerides and lowering blood pressure.",0.573391999991145,,0.44347826086956527,0.14035087719298248,0.24347826086956523,0.8513541,0.8206758,0.8357335
46,medquad,GPT-5.5,What is (are) neurohypophyseal diabetes insipidus ?,"Neurohypophyseal diabetes insipidus is a disorder of water balance. The body normally balances fluid intake with the excretion of fluid in urine. However, people with neurohypophyseal diabetes insipidus produce too much urine (polyuria), which causes them to be excessively thirsty (polydipsia). Affected people need to urinate frequently, which can disrupt daily activities and sleep. People with neurohypophyseal diabetes insipidus can quickly become dehydrated if they do not drink enough water. Dehydration can lead to constipation and dry skin. If the disorder is not treated, more serious complications of dehydration can occur. These include confusion, low blood pressure, seizures, and coma. Neurohypophyseal diabetes insipidus can be either acquired or familial. The acquired form is brought on by injuries, tumors, and other factors, and can occur at any time during life. The familial form is caused by genetic mutations; its signs and symptoms usually become apparent in childhood and worsen over time. Neurohypophyseal diabetes insipidus should not be confused with diabetes mellitus, which is much more common. Diabetes mellitus is characterized by high blood sugar levels resulting from a shortage of the hormone insulin or an insensitivity to this hormone. Although neurohypophyseal diabetes insipidus and diabetes mellitus have some features in common, they are separate disorders with different causes.","Neurohypophyseal diabetes insipidus, also called central diabetes insipidus, is a disorder in which the brain does not produce or release enough vasopressin/antidiuretic hormone (ADH) from the hypothalamus–posterior pituitary system.

Because ADH normally helps the kidneys conserve water, deficiency causes excretion of large amounts of very dilute urine, leading to excessive thirst and risk of dehydration or high blood sodium if fluid intake cannot keep up. Causes include head trauma, pituitary or hypothalamic surgery, tumors, inflammation/infection, genetic forms, or it may be idiopathic.",6.162017199996626,,0.30136986301369867,0.07586206896551724,0.15068493150684933,0.83318305,0.8150054,0.82399404
46,medquad,QLoRA Qwen,What is (are) neurohypophyseal diabetes insipidus ?,"Neurohypophyseal diabetes insipidus is a disorder of water balance. The body normally balances fluid intake with the excretion of fluid in urine. However, people with neurohypophyseal diabetes insipidus produce too much urine (polyuria), which causes them to be excessively thirsty (polydipsia). Affected people need to urinate frequently, which can disrupt daily activities and sleep. People with neurohypophyseal diabetes insipidus can quickly become dehydrated if they do not drink enough water. Dehydration can lead to constipation and dry skin. If the disorder is not treated, more serious complications of dehydration can occur. These include confusion, low blood pressure, seizures, and coma. Neurohypophyseal diabetes insipidus can be either acquired or familial. The acquired form is brought on by injuries, tumors, and other factors, and can occur at any time during life. The familial form is caused by genetic mutations; its signs and symptoms usually become apparent in childhood and worsen over time. Neurohypophyseal diabetes insipidus should not be confused with diabetes mellitus, which is much more common. Diabetes mellitus is characterized by high blood sugar levels resulting from a shortage of the hormone insulin or an insensitivity to this hormone. Although neurohypophyseal diabetes insipidus and diabetes mellitus have some features in common, they are separate disorders with different causes.","Neurohypophyseal diabetes insipidus is an autosomal recessive disorder characterized by hypohydration, polyuria and polydipsia due to dysfunction of the neurohypophyseal system.",0.6692717999976594,,0.13157894736842105,0.04424778761061947,0.09649122807017545,0.86361325,0.7781613,0.8186634
46,medquad,QLoRA Llama-3.2,What is (are) neurohypophyseal diabetes insipidus ?,"Neurohypophyseal diabetes insipidus is a disorder of water balance. The body normally balances fluid intake with the excretion of fluid in urine. However, people with neurohypophyseal diabetes insipidus produce too much urine (polyuria), which causes them to be excessively thirsty (polydipsia). Affected people need to urinate frequently, which can disrupt daily activities and sleep. People with neurohypophyseal diabetes insipidus can quickly become dehydrated if they do not drink enough water. Dehydration can lead to constipation and dry skin. If the disorder is not treated, more serious complications of dehydration can occur. These include confusion, low blood pressure, seizures, and coma. Neurohypophyseal diabetes insipidus can be either acquired or familial. The acquired form is brought on by injuries, tumors, and other factors, and can occur at any time during life. The familial form is caused by genetic mutations; its signs and symptoms usually become apparent in childhood and worsen over time. Neurohypophyseal diabetes insipidus should not be confused with diabetes mellitus, which is much more common. Diabetes mellitus is characterized by high blood sugar levels resulting from a shortage of the hormone insulin or an insensitivity to this hormone. Although neurohypophyseal diabetes insipidus and diabetes mellitus have some features in common, they are separate disorders with different causes.","Neurohypophyseal diabetes insipidus is caused by a deficiency of antidiuretic hormone (ADH), also known as vasopressin, which is produced in the hypothalamus and released from the posterior lobe of the pituitary gland. ADH helps control the amount of water in the body by regulating the amount of fluid reabsorbed by the kidneys. Without ADH, the kidneys eliminate too much fluid from the body and cause a condition called dehydration. Neurohypophyseal diabetes insipidus is characterized by an inability to make or release ADH from storage sites within the hypothalamus and posterior pituitary gland. The signs and symptoms of neurohypophyseal diabetes insipidus include excessive thirst, polyuria (frequent urination), dehydration, and a sweet taste in the urine.",0.8552305000193883,,0.38006230529595014,0.11912225705329153,0.1993769470404984,0.8489569,0.8315599,0.84016836
47,drugbank-side_effects,GPT-5.5,What are the side effects of Betaxolol?,"Oral LD<sub>50</sub>s are 350 to 400 mg betaxolol/kg in mice and 860 to 980 mg/kg in rats. Predicted symptoms of overdose include bradycardia, congestive heart failure, hypotension, bronchospasm, and hypoglycemia.","Betaxolol can cause tiredness, dizziness, headache, slow heart rate, low blood pressure, cold hands/feet, nausea, diarrhea or upset stomach, sleep problems, and sometimes shortness of breath or wheezing, especially in people sensitive to beta-blockers.

When used as eye drops, common side effects include temporary eye stinging or burning, irritation, dryness, blurred vision, watery eyes, and increased sensitivity to light. Less commonly, even eye drops can cause systemic effects such as slow pulse, fatigue, dizziness, or breathing problems. Rare but serious effects include worsening heart failure, fainting, severe allergic reaction, or significant bronchospasm.",4.895767000009073,,0.16923076923076924,0.015625,0.12307692307692307,0.79823494,0.7909304,0.79456586
47,drugbank-side_effects,QLoRA Qwen,What are the side effects of Betaxolol?,"Oral LD<sub>50</sub>s are 350 to 400 mg betaxolol/kg in mice and 860 to 980 mg/kg in rats. Predicted symptoms of overdose include bradycardia, congestive heart failure, hypotension, bronchospasm, and hypoglycemia.","The oral LD<sub>50</sub> in rats is >2000 mg/kg and in mice is 3498 mg/kg.

Patients experiencing an overdose may present with hypotension, dizziness, tachycardia, nausea, vomiting, syncope, fatigue, headache, drowsiness, dry mouth, blurred vision, and constipation. Patients should be treated by providing supportive therapy including the use of vasopressors as necessary to maintain blood pressure. Gastric lavage may also be considered in addition to activated charcoal and hemodialysis. There is no known antidote for betaxolol overdose; however, disopyramide has been used off-label to manage severe arrhythmias associated with a beta-blocker overdose.",1.252006299997447,,0.3283582089552239,0.10606060606060604,0.208955223880597,0.82656026,0.8923958,0.85821736
47,drugbank-side_effects,QLoRA Llama-3.2,What are the side effects of Betaxolol?,"Oral LD<sub>50</sub>s are 350 to 400 mg betaxolol/kg in mice and 860 to 980 mg/kg in rats. Predicted symptoms of overdose include bradycardia, congestive heart failure, hypotension, bronchospasm, and hypoglycemia.","The oral LD<sub>50</sub> in rats is 200 mg/kg and in mice is 1500 mg/kg.

Beta-blockers such as betaxolol may produce cardiac, central nervous system, and ocular effects. The most common adverse effects are headache, dizziness, fatigue, nausea, flushing, hypotension, tachycardia, dry mouth, constipation, and visual disturbances.",0.46380479997606017,,0.40909090909090906,0.16279069767441862,0.2954545454545454,0.8826149,0.9010708,0.89174736
48,drugbank-mechanism_of_action,GPT-5.5,How does Insulin icodec work?,"Insulin and its analogues, including insulin icodec, lower blood glucose by stimulating peripheral glucose uptake, especially by skeletal muscle and fat, and by inhibiting hepatic glucose production. Insulin also inhibits lipolysis and proteolysis, and enhances protein synthesis.

Insulin icodec is modified in order to extend its half-life and, subsequently, its viable dosing interval. The fatty diacid component was changed from a 1,18-octadecanedioic acid (C18) to a 1,20-icosanedioic acid (C20), allowing for increased albumin binding which results in a depot effect in the circulation. In addition, an amino acid deletion (ThrB30) and three amino acid substitutions (A14Tyr -> Glu, B16Tyr -> His, B25Phe -> His) result in attenuated insulin receptor affinity that further extends its half-life.","Insulin icodec is a once-weekly long-acting basal insulin. After injection under the skin, it binds strongly but reversibly to albumin in the blood, creating a circulating “depot.” Only a small unbound fraction is active at any time, so insulin is released slowly and steadily over the week.

Like other insulins, the active insulin icodec binds insulin receptors on muscle, fat, and liver cells. This increases glucose uptake into muscle and fat, reduces glucose production by the liver, and lowers blood glucose between meals and overnight. Its very long half-life—about 1 week—allows once-weekly dosing instead of daily basal insulin.",5.84588090001489,,0.3783783783783784,0.11818181818181818,0.17117117117117117,0.8189125,0.7912767,0.80485743
48,drugbank-mechanism_of_action,QLoRA Qwen,How does Insulin icodec work?,"Insulin and its analogues, including insulin icodec, lower blood glucose by stimulating peripheral glucose uptake, especially by skeletal muscle and fat, and by inhibiting hepatic glucose production. Insulin also inhibits lipolysis and proteolysis, and enhances protein synthesis.

Insulin icodec is modified in order to extend its half-life and, subsequently, its viable dosing interval. The fatty diacid component was changed from a 1,18-octadecanedioic acid (C18) to a 1,20-icosanedioic acid (C20), allowing for increased albumin binding which results in a depot effect in the circulation. In addition, an amino acid deletion (ThrB30) and three amino acid substitutions (A14Tyr -> Glu, B16Tyr -> His, B25Phe -> His) result in attenuated insulin receptor affinity that further extends its half-life.","Insulin icodec is an insulin analogue that mimics the action of endogenous human insulin in treating diabetes mellitus type 1 and 2. It binds to the insulin receptor with high affinity, activating downstream effectors such as phosphatidylinositol-2,4-disphosphate 3-kinase (PI3K) and Akt, which are involved in glucose metabolism, protein synthesis, cell growth, and apoptosis.",0.9253779999853577,,0.28571428571428575,0.046242774566473986,0.12571428571428572,0.8117627,0.7803173,0.7957294
48,drugbank-mechanism_of_action,QLoRA Llama-3.2,How does Insulin icodec work?,"Insulin and its analogues, including insulin icodec, lower blood glucose by stimulating peripheral glucose uptake, especially by skeletal muscle and fat, and by inhibiting hepatic glucose production. Insulin also inhibits lipolysis and proteolysis, and enhances protein synthesis.

Insulin icodec is modified in order to extend its half-life and, subsequently, its viable dosing interval. The fatty diacid component was changed from a 1,18-octadecanedioic acid (C18) to a 1,20-icosanedioic acid (C20), allowing for increased albumin binding which results in a depot effect in the circulation. In addition, an amino acid deletion (ThrB30) and three amino acid substitutions (A14Tyr -> Glu, B16Tyr -> His, B25Phe -> His) result in attenuated insulin receptor affinity that further extends its half-life.","Insulin is an endogenous hormone produced by beta cells of pancreatic islets that stimulates glucose uptake in various tissues to maintain blood glucose homeostasis. In insulin-dependent cells, such as liver and muscle cells, insulin binds to the insulin receptor (IR) which consists of a extracellular ligand-binding domain, a transmembrane region, and an intracellular signaling domain. The binding of insulin to the IR activates several intracellular signalling pathways that ultimately lead to glucose metabolism and tissue protection. The most well-studied pathway is the PI3K/AKT pathway, which promotes glucose uptake in cells by increasing glucose transporter 4 (GLUT4) translocation to the cell surface. Other signalling pathways may be involved in insulin resistance.",0.739689099980751,,0.2931034482758621,0.02608695652173913,0.16379310344827586,0.8091954,0.77548224,0.7919802
49,drugbank-indication,GPT-5.5,What is Isotretinoin used for?,"Isotretinoin is indicated to treat severe recalcitrant nodular acne and patients ≥12 years enrolled in the iPLEDGE program.[Label,L6579]","Isotretinoin is used mainly to treat severe acne, especially nodular or cystic acne that has not improved with other treatments like antibiotics or topical medications.

It works by greatly reducing oil production in the skin, decreasing clogged pores, inflammation, and acne-causing bacteria. It can also be used in some cases for other severe skin conditions involving excess oil glands or abnormal skin cell growth.",2.9592042999865953,,0.23529411764705882,0.0963855421686747,0.21176470588235297,0.80387044,0.8058914,0.80487967
49,drugbank-indication,QLoRA Qwen,What is Isotretinoin used for?,"Isotretinoin is indicated to treat severe recalcitrant nodular acne and patients ≥12 years enrolled in the iPLEDGE program.[Label,L6579]","Isotretinoin is indicated to treat severe forms of acne vulgaris in patients who have failed one or more regimens of conventional therapy. It is also used off-label as an adjunctive treatment for the prevention and reduction of hyperprolactinemia due to prolactinoma, a pituitary adenoma that produces prolactin (PRL).",0.9006044999987353,,0.34782608695652173,0.14925373134328357,0.2608695652173913,0.8028092,0.81327087,0.8080061
49,drugbank-indication,QLoRA Llama-3.2,What is Isotretinoin used for?,"Isotretinoin is indicated to treat severe recalcitrant nodular acne and patients ≥12 years enrolled in the iPLEDGE program.[Label,L6579]","Isotretinoin is indicated to treat severe acne vulgaris in both adults and children. It can be also used off-label to treat nodular seborrheic dermatitis, keratosis pilaris, and psoriasis. In the US, it is also indicated for the treatment of moderate-severe acne rosacea.",0.4427950000099372,,0.37499999999999994,0.19354838709677416,0.3125,0.83263797,0.8094379,0.82087404
50,drugbank-indication,GPT-5.5,What is Meropenem used for?,"For use as single agent therapy for the treatment of the following infections when caused by susceptible isolates of the designated microorganisms: <b>complicated skin and skin structure infections</b> due to <i>Staphylococcus aureus</i> (b-lactamase and non-b-lactamase producing, methicillin-susceptible isolates only), <i>Streptococcus pyogenes</i>, <i>Streptococcus agalactiae</i>, viridans group streptococci, <i>Enterococcus faecalis</i> (excluding vancomycin-resistant isolates), <i>Pseudomonas aeruginosa</i>, <i>Escherichia coli</i>, <i>Proteus mirabilis</i>, <i>Bacteroides fragilis</i> and <i>Peptostreptococcus</i> species; <b>complicated appendicitis and peritonitis</b> caused by viridans group streptococci, <i>Escherichia coli</i>, <i>Klebsiella pneumoniae</i>, <i>Pseudomonas aeruginosa</i>, <i>Bacteroides fragilis</i>, <i>B. thetaiotaomicron</i>, and <i>Peptostreptococcus</i> species. Also for use in the treatment of bacterial meningitis caused by <i>Streptococcus pneumoniae</i>, <i>Haemophilus influenzae</i> (b-lactamase and non-b-lactamase-producing isolates), and <i>Neisseria meningitidis</i>.","Meropenem is a broad-spectrum carbapenem antibiotic used to treat serious bacterial infections, especially when they may be caused by resistant or multiple types of bacteria.

It is commonly used for complicated intra-abdominal infections, severe pneumonia, complicated urinary tract infections, skin and soft tissue infections, bloodstream infections/sepsis, and bacterial meningitis. It works against many Gram-negative, Gram-positive, and anaerobic bacteria, but it does not treat viral infections.",5.1234265999810304,,0.17777777777777778,0.02690582959641255,0.12444444444444443,0.8045608,0.7262291,0.7633908
50,drugbank-indication,QLoRA Qwen,What is Meropenem used for?,"For use as single agent therapy for the treatment of the following infections when caused by susceptible isolates of the designated microorganisms: <b>complicated skin and skin structure infections</b> due to <i>Staphylococcus aureus</i> (b-lactamase and non-b-lactamase producing, methicillin-susceptible isolates only), <i>Streptococcus pyogenes</i>, <i>Streptococcus agalactiae</i>, viridans group streptococci, <i>Enterococcus faecalis</i> (excluding vancomycin-resistant isolates), <i>Pseudomonas aeruginosa</i>, <i>Escherichia coli</i>, <i>Proteus mirabilis</i>, <i>Bacteroides fragilis</i> and <i>Peptostreptococcus</i> species; <b>complicated appendicitis and peritonitis</b> caused by viridans group streptococci, <i>Escherichia coli</i>, <i>Klebsiella pneumoniae</i>, <i>Pseudomonas aeruginosa</i>, <i>Bacteroides fragilis</i>, <i>B. thetaiotaomicron</i>, and <i>Peptostreptococcus</i> species. Also for use in the treatment of bacterial meningitis caused by <i>Streptococcus pneumoniae</i>, <i>Haemophilus influenzae</i> (b-lactamase and non-b-lactamase-producing isolates), and <i>Neisseria meningitidis</i>.","Meropenem is indicated to treat complicated urinary tract infections (cUTIs), including pyelonephritis; and complicated intra-abdominal sepsis, including peritonitis, in adults. It may also be used to treat acute otitis media with complications such as cholesteatoma formation or otitis externa caused by susceptible bacteria.",0.7450692999991588,,0.1306532663316583,0.02030456852791878,0.09045226130653267,0.7932197,0.72090095,0.7553333
50,drugbank-indication,QLoRA Llama-3.2,What is Meropenem used for?,"For use as single agent therapy for the treatment of the following infections when caused by susceptible isolates of the designated microorganisms: <b>complicated skin and skin structure infections</b> due to <i>Staphylococcus aureus</i> (b-lactamase and non-b-lactamase producing, methicillin-susceptible isolates only), <i>Streptococcus pyogenes</i>, <i>Streptococcus agalactiae</i>, viridans group streptococci, <i>Enterococcus faecalis</i> (excluding vancomycin-resistant isolates), <i>Pseudomonas aeruginosa</i>, <i>Escherichia coli</i>, <i>Proteus mirabilis</i>, <i>Bacteroides fragilis</i> and <i>Peptostreptococcus</i> species; <b>complicated appendicitis and peritonitis</b> caused by viridans group streptococci, <i>Escherichia coli</i>, <i>Klebsiella pneumoniae</i>, <i>Pseudomonas aeruginosa</i>, <i>Bacteroides fragilis</i>, <i>B. thetaiotaomicron</i>, and <i>Peptostreptococcus</i> species. Also for use in the treatment of bacterial meningitis caused by <i>Streptococcus pneumoniae</i>, <i>Haemophilus influenzae</i> (b-lactamase and non-b-lactamase-producing isolates), and <i>Neisseria meningitidis</i>.",Meropenem is indicated as an intravenous implantable medical device infusion for the treatment of certain complicated urinary tract infections caused by susceptible microorganisms in adult patients who are unable to tolerate oral therapy or in whom oral therapy is not advisable. It may also be used topically for the treatment of skin and skin structure infections due to susceptible organisms.,0.385038699983852,,0.2511627906976744,0.11267605633802816,0.16744186046511628,0.81460464,0.7140171,0.7610014
51,drugbank-indication,GPT-5.5,What is Cidofovir used for?,For the treatment of CMV retinitis in patients with acquired immunodeficiency syndrome (AIDS),"Cidofovir is an antiviral medication used mainly to treat cytomegalovirus (CMV) retinitis, especially in people with AIDS or severe immunosuppression.

It is also used off-label for certain difficult viral infections, such as adenovirus, BK virus, resistant herpesvirus infections, and some HPV-related lesions such as recurrent respiratory papillomatosis or severe warts. It works by inhibiting viral DNA replication.",5.161659600009443,,0.16666666666666666,0.028571428571428574,0.1388888888888889,0.7895484,0.8518623,0.8195225
51,drugbank-indication,QLoRA Qwen,What is Cidofovir used for?,For the treatment of CMV retinitis in patients with acquired immunodeficiency syndrome (AIDS),"Cidofovir is indicated to treat cytomegalovirus (CMV) retinitis in patients with AIDS and CMV disease of the central nervous system or severe nephropathy due to cytomegalovirus infection. It is also indicated as a treatment option for cytomegalovirus keratitis, cytomegalovirus hepatitis, and cytomegalovirus colitis when other therapies are ineffective or contraindicated.",0.8954658999864478,,0.31746031746031744,0.13114754098360654,0.19047619047619047,0.8087087,0.86119473,0.8341269
51,drugbank-indication,QLoRA Llama-3.2,What is Cidofovir used for?,For the treatment of CMV retinitis in patients with acquired immunodeficiency syndrome (AIDS),Cidofovir is indicated for the treatment of cytomegalovirus (CMV) retinitis in patients with acquired immunodeficiency syndrome (AIDS). It is also indicated as an adjunct to [mycophenolic acid] and [prednisolone] for the prophylaxis of CMV retinitis in patients with advanced HIV-1 infection. Cidofovir is not currently indicated for any other indications.,0.47557809998397715,,0.40625,0.3870967741935484,0.40625,0.82485306,0.92740464,0.87312794
52,drugbank-indication,GPT-5.5,What is Selumetinib used for?,"Selumetinib is indicated for the treatment of neurofibromatosis type 1 (NF1) in patients two years and older who have symptomatic, inoperable plexiform neurofibromas (PN).","Selumetinib is used to treat **neurofibromatosis type 1 (NF1)** in patients who have **symptomatic, inoperable plexiform neurofibromas**—tumors that grow along nerves and can cause pain, disfigurement, or functional problems.

It is a **MEK inhibitor**, which helps slow or shrink these tumor growths by blocking part of the cell-growth signaling pathway. It is sold under the brand name **Koselugo**.",8.581943900004262,,0.40476190476190477,0.26829268292682923,0.33333333333333337,0.80664,0.9117354,0.8559739
52,drugbank-indication,QLoRA Qwen,What is Selumetinib used for?,"Selumetinib is indicated for the treatment of neurofibromatosis type 1 (NF1) in patients two years and older who have symptomatic, inoperable plexiform neurofibromas (PN).","Selumetinib is indicated to treat adult patients with chronic myeloid leukemia (CML) in blast crisis or CML with Philadelphia chromosome (Ph+) who are resistant or intolerant of [imatinib] mesylate. It is also approved to treat pediatric and adolescent patients aged 12 years and older with Philadelphia chromosome-positive (Ph+) acute lymphoblastic leukemia (ALL), including pre-B cell precursor ALL, pre-T cell precursor ALL, T-cell precursor ALL not otherwise specified ALL, or any other lineage ALL who are resistant or intolerant of imatinib.",1.1360302999964915,,0.18518518518518517,0.07547169811320756,0.16666666666666666,0.7869599,0.8504635,0.81748027
52,drugbank-indication,QLoRA Llama-3.2,What is Selumetinib used for?,"Selumetinib is indicated for the treatment of neurofibromatosis type 1 (NF1) in patients two years and older who have symptomatic, inoperable plexiform neurofibromas (PN).","Selumetinib is indicated for the treatment of adults with unresectable or metastatic medullary thyroid cancer (MTC) who have been previously treated with radiotherapy and/or surgery, as well as in adults with locally advanced or metastatic MTC who have been previously treated with radiotherapy.",0.3936676000012085,,0.3235294117647059,0.21212121212121213,0.29411764705882354,0.8339801,0.86052763,0.8470459
53,drugbank-side_effects,GPT-5.5,What are the side effects of Resmetirom?,There is no information regarding the acute toxicity and overdosage of resmetirom.,"Common side effects of resmetirom (Rezdiffra) include diarrhea, nausea, vomiting, abdominal pain or discomfort, constipation, itching, and dizziness. Diarrhea and nausea are among the most frequently reported effects, especially early in treatment.

Less common but more serious risks include liver injury and gallbladder problems such as gallstones or cholecystitis. Symptoms that may suggest these include severe right upper abdominal pain, yellowing of the skin or eyes, dark urine, unusual fatigue, fever, or persistent nausea/vomiting.",8.087170899991179,,0.09195402298850575,0.023529411764705885,0.06896551724137932,0.76298016,0.84352636,0.80123407
